EN,SV,PLURAL
UpdateItemLocationOnCheckin,UpdateItemLocationOnCheckin,UpdateItemLocationOnCheckin
UpdateItemLocationOnCheckout,UpdateItemLocationOnCheckout,UpdateItemLocationOnCheckout
UpdateItemLostStatusWhenPaid,UpdateItemLostStatusWhenPaid,UpdateItemLostStatusWhenPaid
UpdateItemLostStatusWhenWriteoff,UpdateItemLostStatusWhenWriteoff,UpdateItemLostStatusWhenWriteoff
UpdateItemWhenLostFromHoldList,UpdateItemWhenLostFromHoldList,UpdateItemWhenLostFromHoldList
UpdateNotForLoanStatusOnCheckin,UpdateNotForLoanStatusOnCheckin,UpdateNotForLoanStatusOnCheckin
UpdateNotForLoanStatusOnCheckout,UpdateNotForLoanStatusOnCheckout,UpdateNotForLoanStatusOnCheckout
UpdateTotalIssuesOnCirc,UpdateTotalIssuesOnCirc,UpdateTotalIssuesOnCirc
UploadPurgeTemporaryFilesDays,UploadPurgeTemporaryFilesDays,UploadPurgeTemporaryFilesDays
UsageStats,UsageStats,UsageStats
UsageStatsCountry,UsageStatsCountry,UsageStatsCountry
UsageStatsGeolocation,UsageStatsGeolocation,UsageStatsGeolocation
UsageStatsID,UsageStatsID,UsageStatsID
UsageStatsLastUpdateTime,UsageStatsLastUpdateTime,UsageStatsLastUpdateTime
UsageStatsLibrariesInfo,UsageStatsLibrariesInfo,UsageStatsLibrariesInfo
UsageStatsLibraryName,UsageStatsLibraryName,UsageStatsLibraryName
UsageStatsLibraryType,UsageStatsLibraryType,UsageStatsLibraryType
UsageStatsLibraryUrl,UsageStatsLibraryUrl,UsageStatsLibraryUrl
UsageStatsPublicID,UsageStatsPublicID,UsageStatsPublicID
UseACQFrameworkForBiblioRecords,UseACQFrameworkForBiblioRecords,UseACQFrameworkForBiblioRecords
UseAuthoritiesForTracings,UseAuthoritiesForTracings,UseAuthoritiesForTracings
UseBranchTransferLimits,UseBranchTransferLimits,UseBranchTransferLimits
UseCashRegisters,UseCashRegisters,UseCashRegisters
UseCirculationDesks,UseCirculationDesks,UseCirculationDesks
UseControlNumber,UseControlNumber,UseControlNumber
UseCourseReserves,UseCourseReserves,UseCourseReserves
UseEmailReceipts,UseEmailReceipts,UseEmailReceipts
UseICUStyleQuotes,UseICUStyleQuotes,UseICUStyleQuotes
UseLocationAsAQInSIP,UseLocationAsAQInSIP,UseLocationAsAQInSIP
UseOCLCEncodingLevels,UseOCLCEncodingLevels,UseOCLCEncodingLevels
UseRecalls,UseRecalls,UseRecalls
UseTransportCostMatrix,UseTransportCostMatrix,UseTransportCostMatrix
UseWYSIWYGinSystemPreferences,UseWYSIWYGinSystemPreferences,UseWYSIWYGinSystemPreferences
UserCSS,UserCSS,UserCSS
UserJS,UserJS,UserJS
UserScripts,UserScripts,UserScripts
VALLEY,VALLEY,VALLEY
VANCOUVER,VANCOUVER,VANCOUVER
VARYING,VARYING,VARYING
VENDOR,VENDOR,VENDOR
VERY,VERY,VERY
VHS,VHS,VHS
VIDEO,VIDEO,VIDEO
VM,VM,VM
VOID,VOID,VOID
VPN,VPN,VPN
VR,VR,VR
VirtualHost,VirtualHost,VirtualHost
WALES,WALES,WALES
WARNING,WARNING,WARNING
WARRANTIES,WARRANTIES,WARRANTIES
WARRANTY,WARRANTY,WARRANTY
WCAG,WCAG,WCAG
WEBSERVICES,WEBSERVICES,WEBSERVICES
WEL,WEL,WEL
WELCOME,WELCOME,WELCOME
WHEN,WHEN,WHEN
WHERE,WHERE,WHERE
WHO,WHO,WHO
WILL,WILL,WILL
WIPO,WIPO,WIPO
WITH,WITH,WITH
WITHDRAWN,WITHDRAWN,WITHDRAWN
WITHOUT,WITHOUT,WITHOUT
WRITEOFF,WRITEOFF,WRITEOFF
WRITING,WRITING,WRITING
WYSIWYG,WYSIWYG,WYSIWYG
WaitingNotifyAtCheckin,WaitingNotifyAtCheckin,WaitingNotifyAtCheckin
WaitingNotifyAtCheckout,WaitingNotifyAtCheckout,WaitingNotifyAtCheckout
WantedBy,WantedBy,WantedBy
WebBasedSelfCheck,WebBasedSelfCheck,WebBasedSelfCheck
WhenLostChargeReplacementFee,WhenLostChargeReplacementFee,WhenLostChargeReplacementFee
WhenLostForgiveFine,WhenLostForgiveFine,WhenLostForgiveFine
WorldCat,WorldCat,WorldCat
WorldShare,WorldShare,WorldShare
XML,XML,XML
XP,XP,XP
XSL,XSL,XSL
XSLT,XSLT,XSLT
XSLTDetailsDisplay,XSLTDetailsDisplay,XSLTDetailsDisplay
XSLTListsDisplay,XSLTListsDisplay,XSLTListsDisplay
XSLTResultsDisplay,XSLTResultsDisplay,XSLTResultsDisplay
XSS,XSS,XSS
XX,XX,XX
XXX,XXX,XXX
XXXX,XXXX,XXXX
XY,XY,XY
XYZ,XYZ,XYZ
XZ,XZ,XZ
YA,YA,YA
YAML,YAML,YAML
YES,YES,YES
YOU,YOU,YOU
YOUR,YOUR,YOUR
YOURCATALOG,YOURCATALOG,YOURCATALOG
YOURCATLOG,YOURCATLOG,YOURCATLOG
YOURKOHACATALOG,YOURKOHACATALOG,YOURKOHACATALOG
YOURLIBRARY,YOURLIBRARY,YOURLIBRARY
YOUROPAC,YOUROPAC,YOUROPAC
YOURSITE,YOURSITE,YOURSITE
YY,YY,YY
YYY,YYY,YYY
YYYY,YYYY,YYYY
YYYYMMDD,YYYYMMDD,YYYYMMDD
YYYYMMDDZZZZHHMMSS,YYYYMMDDZZZZHHMMSS,YYYYMMDDZZZZHHMMSS
YouTube,YouTube,YouTube
ZIP,ZIP,ZIP
ZSERVER,ZSERVER,ZSERVER
ZZZZ,ZZZZ,ZZZZ
aAutumn,aAutumn,aAutumn
aCPL,aCPL,aCPL
aCamins,aCamins,aCamins
aEasy,aEasy,aEasy
aEdited,aEdited,aEdited
aIncludes,aIncludes,aIncludes
aInteresting,aInteresting,aInteresting
aJournal,aJournal,aJournal
aPERM,aPERM,aPERM
aTelevision,aTelevision,aTelevision
aTerrace,aTerrace,aTerrace
aTransactions,aTransactions,aTransactions
aVivaldi,aVivaldi,aVivaldi
addGuarantor,addGuarantor,addGuarantor
advancedMARCeditor,advancedMARCeditor,advancedMARCeditor
andOTP,andOTP,andOTP
archiveID,archiveID,archiveID
autoBarcode,autoBarcode,autoBarcode
autoControlNumber,autoControlNumber,autoControlNumber
autoMemberNum,autoMemberNum,autoMemberNum
bCPL,bCPL,bCPL
bCURR,bCURR,bCURR
batchRebuildBiblioTables,batchRebuildBiblioTables,batchRebuildBiblioTables
bnBC,bnBC,bnBC
bookDetails,bookDetails,bookDetails
borrowerRelationship,borrowerRelationship,borrowerRelationship
cBOOK,cBOOK,cBOOK
cNEW,cNEW,cNEW
cSHELVING,cSHELVING,cSHELVING
casAuthentication,casAuthentication,casAuthentication
casLogout,casLogout,casLogout
casServerUrl,casServerUrl,casServerUrl
createILLstaff,createILLstaff,createILLstaff
createILLstaffbook,createILLstaffbook,createILLstaffbook
databaseInfo,databaseInfo,databaseInfo
decreaseLoanHighHolds,decreaseLoanHighHolds,decreaseLoanHighHolds
decreaseLoanHighHoldsControl,decreaseLoanHighHoldsControl,decreaseLoanHighHoldsControl
decreaseLoanHighHoldsDuration,decreaseLoanHighHoldsDuration,decreaseLoanHighHoldsDuration
decreaseLoanHighHoldsIgnoreStatuses,decreaseLoanHighHoldsIgnoreStatuses,decreaseLoanHighHoldsIgnoreStatuses
decreaseLoanHighHoldsValue,decreaseLoanHighHoldsValue,decreaseLoanHighHoldsValue
defaultSortField,defaultSortField,defaultSortField
defaultSortOrder,defaultSortOrder,defaultSortOrder
displayFacetCount,displayFacetCount,displayFacetCount
eBooks,eBooks,eBooks
eBrodart,eBrodart,eBrodart
eHoldings,eHoldings,eHoldings
eSOURCE,eSOURCE,eSOURCE
eUsage,eUsage,eUsage
emailLibrarianWhenHoldIsPlaced,emailLibrarianWhenHoldIsPlaced,emailLibrarianWhenHoldIsPlaced
expandedSearchOption,expandedSearchOption,expandedSearchOption
explainResponse,explainResponse,explainResponse
finesCalendar,finesCalendar,finesCalendar
finesMode,finesMode,finesMode
futurePRINT,futurePRINT,futurePRINT
getScript,getScript,getScript
iOffprint,iOffprint,iOffprint
imageXXXX,imageXXXX,imageXXXX
inLibro,inLibro,inLibro
indexInfo,indexInfo,indexInfo
initSelfRegister,initSelfRegister,initSelfRegister
intranetDetail,intranetDetail,intranetDetail
itemBarcodeFallbackSearch,itemBarcodeFallbackSearch,itemBarcodeFallbackSearch
itemBarcodeInputFilter,itemBarcodeInputFilter,itemBarcodeInputFilter
itemTitle,itemTitle,itemTitle
jQuery,jQuery,jQuery
jsPrintSetup,jsPrintSetup,jsPrintSetup
lastAcquired,lastAcquired,lastAcquired
makePreviousSerialAvailable,makePreviousSerialAvailable,makePreviousSerialAvailable
maxItemsInSearchResults,maxItemsInSearchResults,maxItemsInSearchResults
maxRecordsForFacets,maxRecordsForFacets,maxRecordsForFacets
maximumRecords,maximumRecords,maximumRecords
metadataNamespace,metadataNamespace,metadataNamespace
metadataPrefix,metadataPrefix,metadataPrefix
minPasswordLength,minPasswordLength,minPasswordLength
myDNSname,myDNSname,myDNSname
nextPage,nextPage,nextPage
noItemTypeImages,noItemTypeImages,noItemTypeImages
notifyMailsOp,notifyMailsOp,notifyMailsOp
numReturnedItemsToShow,numReturnedItemsToShow,numReturnedItemsToShow
numSearchRSSResults,numSearchRSSResults,numSearchRSSResults
numSearchResults,numSearchResults,numSearchResults
numSearchResultsDropdown,numSearchResultsDropdown,numSearchResultsDropdown
numberOfRecords,numberOfRecords,numberOfRecords
opacSerialDefaultTab,opacSerialDefaultTab,opacSerialDefaultTab
parentNum,parentNum,parentNum
personalDetails,personalDetails,personalDetails
previousIssuesDefaultSortOrder,previousIssuesDefaultSortOrder,previousIssuesDefaultSortOrder
recordData,recordData,recordData
recordPacking,recordPacking,recordPacking
recordPosition,recordPosition,recordPosition
recordSchema,recordSchema,recordSchema
reportID,reportID,reportID
scanClause,scanClause,scanClause
schemaLocation,schemaLocation,schemaLocation
searchHandler,searchHandler,searchHandler
searchRetrieve,searchRetrieve,searchRetrieve
searchRetrieveResponse,searchRetrieveResponse,searchRetrieveResponse
selectedItem,selectedItem,selectedItem
serialsUpdate,serialsUpdate,serialsUpdate
serverChoice,serverChoice,serverChoice
serverInfo,serverInfo,serverInfo
setName,setName,setName
setSpec,setSpec,setSpec
showLastPatron,showLastPatron,showLastPatron
showLastPatronCount,showLastPatronCount,showLastPatronCount
sitemapXXXX,sitemapXXXX,sitemapXXXX
staffClientBaseURL,staffClientBaseURL,staffClientBaseURL
staffShibOnly,staffShibOnly,staffShibOnly
standardIdentifier,standardIdentifier,standardIdentifier
stocknumberAV,stocknumberAV,stocknumberAV
suggestionPatronCategoryExceptions,suggestionPatronCategoryExceptions,suggestionPatronCategoryExceptions
tEasy,tEasy,tEasy
tJournal,tJournal,tJournal
tThe,tThe,tThe
tTransactions,tTransactions,tTransactions
textStatus,textStatus,textStatus
todaysIssuesDefaultSortOrder,todaysIssuesDefaultSortOrder,todaysIssuesDefaultSortOrder
unAPI,unAPI,unAPI
updatePatronRecords,updatePatronRecords,updatePatronRecords
useDaysMode,useDaysMode,useDaysMode
useDefaultReplacementCost,useDefaultReplacementCost,useDefaultReplacementCost
useDischarge,useDischarge,useDischarge
userPrincipalName,userPrincipalName,userPrincipalName
vCatalogs,vCatalogs,vCatalogs
vEarly,vEarly,vEarly
viewILLrequests,viewILLrequests,viewILLrequests
viewISBD,viewISBD,viewISBD
viewItemRenewals,viewItemRenewals,viewItemRenewals
viewLabeledMARC,viewLabeledMARC,viewLabeledMARC
viewMARC,viewMARC,viewMARC
xCoin,xCoin,xCoin
xISBN,xISBN,xISBN
yBOOK,yBOOK,yBOOK
yITEM,yITEM,yITEM
zUnited,zUnited,zUnited
